season,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
winter,1.9458,1.792,1.6768,1.6436,1.5076,1.414,1.3668,1.2887,1.3505,2.0925,3.1207,4.1856,5.0849,5.7551,6.1077,5.791,5.2941,4.3188,3.5814,3.1537,2.8268,2.529,2.2778,2.0882
spring,9.8565,9.5033,9.1599,9.0795,8.7603,8.5363,8.7096,9.4956,10.7884,12.2149,13.5761,14.7309,15.6447,16.2525,16.6081,16.6188,16.4436,15.8946,14.885,13.4719,12.3381,11.5751,10.9696,10.4514
summer,22.4906,21.9076,21.3802,21.0084,20.3277,20.0173,20.598,21.9891,23.6381,25.2497,26.7306,27.9728,28.875,29.5245,29.8573,29.8531,29.7776,29.3754,28.6312,27.3883,25.8096,24.7643,23.922,23.2085
autumn,12.2692,11.906,11.616,11.3931,10.9681,10.7984,10.6276,10.8342,11.8868,13.3155,14.7915,16.1349,17.229,17.9658,18.3609,18.2436,17.8532,16.7556,15.4932,14.564,13.9011,13.3379,12.845,12.4423
