season,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
winter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0038,115.9162,216.0877,278.7189,311.1973,321.4395,306.7488,274.0833,206.6255,110.0504,19.3305,0.0,0.0,0.0,0.0,0.0
spring,0.0,0.0,0.0,0.0,0.0,0.0,40.3307,147.2812,284.578,382.6244,444.5097,474.4637,477.5296,465.9758,450.1839,426.7458,386.4457,340.98,252.3248,123.355,18.4655,0.0,0.0,0.0
summer,0.0,0.0,0.0,0.0,0.0,0.0,118.9699,322.3987,473.872,569.9114,626.2041,652.9502,659.0886,646.4652,617.7226,584.585,540.4996,491.3691,411.7336,283.9301,100.4367,0.0,0.0,0.0
autumn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.2238,198.7764,352.9455,448.8963,503.5311,521.6845,516.4077,492.9812,451.3407,375.0651,256.9091,105.6411,15.3008,0.0,0.0,0.0,0.0
