season,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
winter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1697,38.4347,83.9453,120.3134,142.9755,150.8767,140.6871,117.9206,79.1254,35.0039,3.9843,0.0,0.0,0.0,0.0,0.0
spring,0.0,0.0,0.0,0.0,0.0,-0.0476,-5.0588,-29.9862,-26.007,-2.7771,25.9398,50.5903,63.1809,64.1319,55.2932,39.1495,16.4118,-7.1764,-26.1387,-23.7512,-1.978,0.0,0.0,0.0
summer,0.0,0.0,0.0,0.0,0.0,-0.1267,-15.345,-81.0217,-81.5202,-57.1467,-24.9956,4.0755,23.2366,28.3975,18.8848,-0.6698,-26.036,-53.1295,-73.6341,-70.5743,-11.8733,-0.1054,0.0,0.0
autumn,0.0,0.0,0.0,0.0,0.0,0.0,-0.0176,-1.7274,20.3249,72.9221,123.4554,162.4675,182.3031,183.3302,166.7548,135.8713,90.869,39.9962,2.7097,-1.272,0.0,0.0,0.0,0.0
