Metric,Mean,Std,Min,P05,Median,P95,Max
MeanAnnualNetBenefitUsd,3564.2682060424863,5.830939708558708,3535.8565761540535,3553.3815425619123,3564.894896272115,3570.201483334093,3570.201483334093
NPV,2154.0978647833876,42.3535816691099,1946.59480697165,2074.951116738733,2158.7069356188745,2197.2193890777057,2197.2193890777057
PI,1.1436065243188922,0.0028235721112739934,1.1297729871314435,1.138330074449249,1.143913795707925,1.1464812926051804,1.1464812926051804
IRR,0.19737933495125304,0.000756408447410872,0.19367856461057034,0.1959627018378324,0.19745962544403772,0.19814990856886533,0.19814990856886533
SimplePaybackYears,4.2291479972479005,0.020793894746857614,4.207951360684259,4.207951360684259,4.226957444854913,4.267696126635644,4.331230974477875
DiscountedPaybackYears,7.664210237687312,0.04057181850576265,7.622857882250257,7.622857882250257,7.659958714414311,7.739964901446756,7.862631165909242
