Run,ColdFuelCostUsd,HybridFuelCostUsd,ColdOutageCostUsd,HybridOutageCostUsd,MeanAnnualNetBenefitUsd,NPV,PI,IRR,SimplePaybackYears,DiscountedPaybackYears
817,131471.99999979802,99769.98516645706,0.0,0.0,3570.201483334093,2197.2193890777057,1.1464812926051804,0.19814990856886533,4.207951360684259,7.622857882250257
818,131471.99999979802,99722.44857799631,0.0,116.16,3563.339142180168,2145.802047183457,1.1430534698122305,0.19722798360997207,4.234023439220939,7.6726668546981385
819,131471.99999979802,99769.98516645706,0.0,0.0,3570.201483334093,2197.2193890777057,1.1464812926051804,0.19814990856886533,4.207951360684259,7.622857882250257
820,131471.99999979802,99769.98516645706,0.0,0.0,3570.201483334093,2197.2193890777057,1.1464812926051804,0.19814990856886533,4.207951360684259,7.622857882250257
821,131471.99999979802,99648.2453271335,0.0,359.04,3546.47146726645,2026.1037204283698,1.1350735813618915,0.19509752714940198,4.291248792142576,7.786270038334539
822,131471.99999979802,99740.11186293035,0.0,84.48,3564.7408136867643,2157.55137668893,1.1438367584459288,0.1974407037812298,4.227458654987864,7.660928954823212
823,131471.99999979802,99745.25434672069,0.0,77.44,3564.9305653077317,2159.5733212567734,1.1439715547504514,0.19747798855697496,4.226138648163152,7.658793912865095
824,131471.99999979802,99708.2659878206,0.0,172.48,3559.125401197739,2116.5827143643264,1.141105514290955,0.1967086327978391,4.247661703006265,7.700233868740419
825,131471.99999979802,99741.62563979841,0.0,77.44,3565.2934359999585,2161.3291379047687,1.1440886091936513,0.19750779220797574,4.22572230435698,7.657378181470999
826,131471.99999979802,99738.20445234049,0.0,77.44,3565.6355547457506,2162.9845424395517,1.1441989694959702,0.19753589053775897,4.22532984470582,7.65604367767036
827,131471.99999979802,99742.54991825484,0.0,73.92,3565.5530081543156,2163.137023768739,1.1442091349179158,0.19753996336079127,4.2248732765929455,7.655667975031426
828,131471.99999979802,99738.22157551469,0.0,91.52,3564.2258424283305,2153.955797033018,1.1435970531355344,0.19737671235079488,4.229151638448248,7.664332485364974
829,131471.99999979802,99744.55051230681,0.0,80.96,3564.6489487491176,2157.658769484485,1.1438439179656323,0.1974440079681757,4.2270130060265885,7.660590191464326
830,131471.99999979802,99729.68154820135,0.0,105.6,3563.6718451596653,2149.0675864250443,1.1432711724283362,0.19728783275513423,4.2319903682998605,7.669280545689325
831,131471.99999979802,99769.98516645706,0.0,0.0,3570.201483334093,2197.2193890777057,1.1464812926051804,0.19814990856886533,4.207951360684259,7.622857882250257
832,131471.99999979802,99700.49635287614,0.0,190.08,3558.1423646921853,2109.066620215055,1.1406044413476701,0.19657380643401598,4.251536712993176,7.707538727572203
833,131471.99999979802,99746.36407426208,0.0,73.92,3565.1715925535914,2161.291474166907,1.1440860982777938,0.19750863652814293,4.225310824312726,7.657155922049455
