Metric,Mean,Std,Min,P05,Median,P95,Max
MeanAnnualNetBenefitUsd,4323.295530974844,5.090567970163983,4295.64344844643,4313.965187748365,4323.823069794377,4328.15906867284,4328.15906867284
NPV,5814.262394341728,30.088772359554362,5650.324909092838,5758.462686733622,5817.306416939744,5843.017058147425,5843.017058147425
PI,1.3876174929561154,0.0020059181573035953,1.3766883272728558,1.3838975124489081,1.387820427795983,1.3895344705431616,1.3895344705431616
IRR,0.2575459435345002,0.0004834065646324644,0.254908486185237,0.2566493130441269,0.2575950098072043,0.25800773970428315,0.25800773970428315
SimplePaybackYears,3.510667872699935,0.007025790103527311,3.5040929058791606,3.5040929058791606,3.509818518186896,3.5238323242518916,3.552039062499112
DiscountedPaybackYears,5.52076153367009,0.01997362432913621,5.501652056294823,5.501652056294823,5.518622354199879,5.558293008048347,5.629777488598881
